id,day_id,date,month_id,year_id
952,4,9,8,1973
953,5,10,8,1973
954,6,11,8,1973
955,7,12,8,1973
956,1,13,8,1973
957,2,14,8,1973
958,3,15,8,1973
959,4,16,8,1973
960,5,17,8,1973
961,6,18,8,1973
962,7,19,8,1973
963,1,20,8,1973
964,2,21,8,1973
965,3,22,8,1973
966,4,23,8,1973
967,5,24,8,1973
968,6,25,8,1973
969,7,26,8,1973
970,1,27,8,1973
971,2,28,8,1973
972,3,29,8,1973
973,4,30,8,1973
974,5,31,8,1973
975,6,1,9,1973
976,7,2,9,1973
977,1,3,9,1973
978,2,4,9,1973
979,3,5,9,1973
980,4,6,9,1973
981,5,7,9,1973
982,6,8,9,1973
983,7,9,9,1973
984,1,10,9,1973
985,2,11,9,1973
986,3,12,9,1973
987,4,13,9,1973
988,5,14,9,1973
989,6,15,9,1973
990,7,16,9,1973
991,1,17,9,1973
992,2,18,9,1973
993,3,19,9,1973
994,4,20,9,1973
995,5,21,9,1973
996,6,22,9,1973
997,7,23,9,1973
998,1,24,9,1973
999,2,25,9,1973
1000,3,26,9,1973
1001,4,27,9,1973
1002,5,28,9,1973
1003,6,29,9,1973
1004,7,30,9,1973
1005,1,1,10,1973
1006,2,2,10,1973
1007,3,3,10,1973
1008,4,4,10,1973
1009,5,5,10,1973
1010,6,6,10,1973
1011,7,7,10,1973
1012,1,8,10,1973
1013,2,9,10,1973
1014,3,10,10,1973
1015,4,11,10,1973
1016,5,12,10,1973
1017,6,13,10,1973
1018,7,14,10,1973
1019,1,15,10,1973
1020,2,16,10,1973
1021,3,17,10,1973
1022,4,18,10,1973
1023,5,19,10,1973
1024,6,20,10,1973
1025,7,21,10,1973
1026,1,22,10,1973
1027,2,23,10,1973
1028,3,24,10,1973
1029,4,25,10,1973
1030,5,26,10,1973
1031,6,27,10,1973
1032,7,28,10,1973
1033,1,29,10,1973
1034,2,30,10,1973
1035,3,31,10,1973
1036,4,1,11,1973
1037,5,2,11,1973
1038,6,3,11,1973
1039,7,4,11,1973
1040,1,5,11,1973
1041,2,6,11,1973
1042,3,7,11,1973
1043,4,8,11,1973
1044,5,9,11,1973
1045,6,10,11,1973
1046,7,11,11,1973
1047,1,12,11,1973
1048,2,13,11,1973
1049,3,14,11,1973
1050,4,15,11,1973
1051,5,16,11,1973
1052,6,17,11,1973
1053,7,18,11,1973
1054,1,19,11,1973
1055,2,20,11,1973
1056,3,21,11,1973
1057,4,22,11,1973
1058,5,23,11,1973
1059,6,24,11,1973
1060,7,25,11,1973
1061,1,26,11,1973
1062,2,27,11,1973
1063,3,28,11,1973
1064,4,29,11,1973
1065,5,30,11,1973
1066,6,1,12,1973
1067,7,2,12,1973
1068,1,3,12,1973
1069,2,4,12,1973
1070,3,5,12,1973
1071,4,6,12,1973
1072,5,7,12,1973
1073,6,8,12,1973
1074,7,9,12,1973
1075,1,10,12,1973
1076,2,11,12,1973
1077,3,12,12,1973
1078,4,13,12,1973
1079,5,14,12,1973
1080,6,15,12,1973
1081,7,16,12,1973
1082,1,17,12,1973
1083,2,18,12,1973
1084,3,19,12,1973
1085,4,20,12,1973
1086,5,21,12,1973
1087,6,22,12,1973
1088,7,23,12,1973
1089,1,24,12,1973
1090,2,25,12,1973
1091,3,26,12,1973
1092,4,27,12,1973
1093,5,28,12,1973
1094,6,29,12,1973
1095,7,30,12,1973
1096,1,31,12,1973
1097,2,1,1,1974
1098,3,2,1,1974
1099,4,3,1,1974
1100,5,4,1,1974
1101,6,5,1,1974
1102,7,6,1,1974
1103,1,7,1,1974
1104,2,8,1,1974
1105,3,9,1,1974
1106,4,10,1,1974
1107,5,11,1,1974
1108,6,12,1,1974
1109,7,13,1,1974
1110,1,14,1,1974
1111,2,15,1,1974
1112,3,16,1,1974
1113,4,17,1,1974
1114,5,18,1,1974
1115,6,19,1,1974
1116,7,20,1,1974
1117,1,21,1,1974
1118,2,22,1,1974
1119,3,23,1,1974
1120,4,24,1,1974
1121,5,25,1,1974
1122,6,26,1,1974
1123,7,27,1,1974
1124,1,28,1,1974
1125,2,29,1,1974
1126,3,30,1,1974
1127,4,31,1,1974
1128,5,1,2,1974
1129,6,2,2,1974
1130,7,3,2,1974
1131,1,4,2,1974
1132,2,5,2,1974
1133,3,6,2,1974
1134,4,7,2,1974
1135,5,8,2,1974
1136,6,9,2,1974
1137,7,10,2,1974
1138,1,11,2,1974
1139,2,12,2,1974
1140,3,13,2,1974
1141,4,14,2,1974
1142,5,15,2,1974
1143,6,16,2,1974
1144,7,17,2,1974
1145,1,18,2,1974
1146,2,19,2,1974
1147,3,20,2,1974
1148,4,21,2,1974
1149,5,22,2,1974
1150,6,23,2,1974
1151,7,24,2,1974
1152,1,25,2,1974
1153,2,26,2,1974
1154,3,27,2,1974
1155,4,28,2,1974
1156,5,1,3,1974
1157,6,2,3,1974
1158,7,3,3,1974
1159,1,4,3,1974
1160,2,5,3,1974
1161,3,6,3,1974
1162,4,7,3,1974
1163,5,8,3,1974
1164,6,9,3,1974
1165,7,10,3,1974
1166,1,11,3,1974
1167,2,12,3,1974
1168,3,13,3,1974
1169,4,14,3,1974
1170,5,15,3,1974
1171,6,16,3,1974
1172,7,17,3,1974
1173,1,18,3,1974
1174,2,19,3,1974
1175,3,20,3,1974
1176,4,21,3,1974
1177,5,22,3,1974
1178,6,23,3,1974
1179,7,24,3,1974
1180,1,25,3,1974
1181,2,26,3,1974
1182,3,27,3,1974
1183,4,28,3,1974
1184,5,29,3,1974
1185,6,30,3,1974
1186,7,31,3,1974
1187,1,1,4,1974
1188,2,2,4,1974
1189,3,3,4,1974
1190,4,4,4,1974
1191,5,5,4,1974
1192,6,6,4,1974
1193,7,7,4,1974
1194,1,8,4,1974
1195,2,9,4,1974
1196,3,10,4,1974
1197,4,11,4,1974
1198,5,12,4,1974
1199,6,13,4,1974
1200,7,14,4,1974
1201,1,15,4,1974
1202,2,16,4,1974
1203,3,17,4,1974
1204,4,18,4,1974
1205,5,19,4,1974
1206,6,20,4,1974
1207,7,21,4,1974
1208,1,22,4,1974
1209,2,23,4,1974
1210,3,24,4,1974
1211,4,25,4,1974
1212,5,26,4,1974
1213,6,27,4,1974
1214,7,28,4,1974
1215,1,29,4,1974
1216,2,30,4,1974
1217,3,1,5,1974
1218,4,2,5,1974
1219,5,3,5,1974
1220,6,4,5,1974
1221,7,5,5,1974
1222,1,6,5,1974
1223,2,7,5,1974
1224,3,8,5,1974
1225,4,9,5,1974
1226,5,10,5,1974
